Unnamed: 0,wsi_id,wsi_name,genotype,x_tile_coord,y_tile_coord,file,batch,animal_id,dissected_region,is_CBTP_old,unique_wsi,connected_component
4679,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,7,6,Eran Hodis 2020-09-15-020_7_6_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4680,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,5,9,Eran Hodis 2020-09-15-020_5_9_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4681,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,49,10,Eran Hodis 2020-09-15-020_49_10_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4682,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,11,13,Eran Hodis 2020-09-15-020_11_13_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4683,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,48,17,Eran Hodis 2020-09-15-020_48_17_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4684,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,48,4,Eran Hodis 2020-09-15-020_48_4_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4685,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,49,11,Eran Hodis 2020-09-15-020_49_11_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4686,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,50,16,Eran Hodis 2020-09-15-020_50_16_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4687,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,9,7,Eran Hodis 2020-09-15-020_9_7_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4688,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,46,6,Eran Hodis 2020-09-15-020_46_6_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4689,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,49,15,Eran Hodis 2020-09-15-020_49_15_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4690,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,48,8,Eran Hodis 2020-09-15-020_48_8_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4691,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,48,10,Eran Hodis 2020-09-15-020_48_10_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4692,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,6,14,Eran Hodis 2020-09-15-020_6_14_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4693,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,49,12,Eran Hodis 2020-09-15-020_49_12_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4694,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,47,13,Eran Hodis 2020-09-15-020_47_13_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4695,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,50,7,Eran Hodis 2020-09-15-020_50_7_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4696,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,51,14,Eran Hodis 2020-09-15-020_51_14_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4697,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,45,10,Eran Hodis 2020-09-15-020_45_10_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4698,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,49,16,Eran Hodis 2020-09-15-020_49_16_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4699,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,48,18,Eran Hodis 2020-09-15-020_48_18_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4700,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,5,4,Eran Hodis 2020-09-15-020_5_4_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4701,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,5,8,Eran Hodis 2020-09-15-020_5_8_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4702,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,9,16,Eran Hodis 2020-09-15-020_9_16_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4703,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,8,9,Eran Hodis 2020-09-15-020_8_9_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4704,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,2,2,Eran Hodis 2020-09-15-020_2_2_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4705,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,10,12,Eran Hodis 2020-09-15-020_10_12_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4706,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,1,1,Eran Hodis 2020-09-15-020_1_1_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4707,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,8,15,Eran Hodis 2020-09-15-020_8_15_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4708,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,44,4,Eran Hodis 2020-09-15-020_44_4_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4709,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,48,12,Eran Hodis 2020-09-15-020_48_12_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4710,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,10,14,Eran Hodis 2020-09-15-020_10_14_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4711,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,50,13,Eran Hodis 2020-09-15-020_50_13_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4712,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,6,9,Eran Hodis 2020-09-15-020_6_9_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4713,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,6,10,Eran Hodis 2020-09-15-020_6_10_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4714,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,49,13,Eran Hodis 2020-09-15-020_49_13_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4715,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,9,8,Eran Hodis 2020-09-15-020_9_8_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4716,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,52,13,Eran Hodis 2020-09-15-020_52_13_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4717,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,6,7,Eran Hodis 2020-09-15-020_6_7_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4718,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,45,3,Eran Hodis 2020-09-15-020_45_3_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4719,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,50,11,Eran Hodis 2020-09-15-020_50_11_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4720,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,11,10,Eran Hodis 2020-09-15-020_11_10_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4721,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,9,12,Eran Hodis 2020-09-15-020_9_12_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4722,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,3,2,Eran Hodis 2020-09-15-020_3_2_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4723,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,44,6,Eran Hodis 2020-09-15-020_44_6_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4724,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,8,14,Eran Hodis 2020-09-15-020_8_14_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4725,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,7,5,Eran Hodis 2020-09-15-020_7_5_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4726,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,49,7,Eran Hodis 2020-09-15-020_49_7_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4727,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,46,7,Eran Hodis 2020-09-15-020_46_7_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4728,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,6,15,Eran Hodis 2020-09-15-020_6_15_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4729,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,9,9,Eran Hodis 2020-09-15-020_9_9_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4730,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,47,12,Eran Hodis 2020-09-15-020_47_12_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4731,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,48,6,Eran Hodis 2020-09-15-020_48_6_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4732,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,50,5,Eran Hodis 2020-09-15-020_50_5_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4733,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,5,12,Eran Hodis 2020-09-15-020_5_12_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4734,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,49,17,Eran Hodis 2020-09-15-020_49_17_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4735,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,6,6,Eran Hodis 2020-09-15-020_6_6_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4736,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,4,8,Eran Hodis 2020-09-15-020_4_8_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4737,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,49,5,Eran Hodis 2020-09-15-020_49_5_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4738,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,51,11,Eran Hodis 2020-09-15-020_51_11_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4739,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,10,8,Eran Hodis 2020-09-15-020_10_8_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4740,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,48,14,Eran Hodis 2020-09-15-020_48_14_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4741,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,9,10,Eran Hodis 2020-09-15-020_9_10_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4742,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,9,13,Eran Hodis 2020-09-15-020_9_13_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4743,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,47,11,Eran Hodis 2020-09-15-020_47_11_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4744,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,9,4,Eran Hodis 2020-09-15-020_9_4_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4745,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,6,16,Eran Hodis 2020-09-15-020_6_16_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4746,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,4,9,Eran Hodis 2020-09-15-020_4_9_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4747,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,6,8,Eran Hodis 2020-09-15-020_6_8_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4748,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,7,9,Eran Hodis 2020-09-15-020_7_9_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4749,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,7,4,Eran Hodis 2020-09-15-020_7_4_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4750,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,9,14,Eran Hodis 2020-09-15-020_9_14_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4751,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,47,9,Eran Hodis 2020-09-15-020_47_9_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4752,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,6,17,Eran Hodis 2020-09-15-020_6_17_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4753,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,49,6,Eran Hodis 2020-09-15-020_49_6_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4754,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,7,13,Eran Hodis 2020-09-15-020_7_13_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4755,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,45,4,Eran Hodis 2020-09-15-020_45_4_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4756,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,5,11,Eran Hodis 2020-09-15-020_5_11_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4757,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,50,15,Eran Hodis 2020-09-15-020_50_15_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4758,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,9,15,Eran Hodis 2020-09-15-020_9_15_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4759,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,10,15,Eran Hodis 2020-09-15-020_10_15_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4760,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,46,12,Eran Hodis 2020-09-15-020_46_12_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4761,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,7,10,Eran Hodis 2020-09-15-020_7_10_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4762,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,51,7,Eran Hodis 2020-09-15-020_51_7_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4763,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,8,3,Eran Hodis 2020-09-15-020_8_3_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4764,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,11,12,Eran Hodis 2020-09-15-020_11_12_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4765,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,47,16,Eran Hodis 2020-09-15-020_47_16_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4766,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,3,5,Eran Hodis 2020-09-15-020_3_5_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4767,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,8,12,Eran Hodis 2020-09-15-020_8_12_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4768,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,49,8,Eran Hodis 2020-09-15-020_49_8_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4769,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,50,6,Eran Hodis 2020-09-15-020_50_6_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4770,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,4,3,Eran Hodis 2020-09-15-020_4_3_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4771,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,3,6,Eran Hodis 2020-09-15-020_3_6_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4772,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,49,4,Eran Hodis 2020-09-15-020_49_4_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4773,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,7,3,Eran Hodis 2020-09-15-020_7_3_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4774,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,43,2,Eran Hodis 2020-09-15-020_43_2_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4775,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,3,7,Eran Hodis 2020-09-15-020_3_7_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4776,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,46,13,Eran Hodis 2020-09-15-020_46_13_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4777,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,49,9,Eran Hodis 2020-09-15-020_49_9_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4778,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,44,7,Eran Hodis 2020-09-15-020_44_7_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4779,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,50,10,Eran Hodis 2020-09-15-020_50_10_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4780,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,3,4,Eran Hodis 2020-09-15-020_3_4_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4781,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,47,18,Eran Hodis 2020-09-15-020_47_18_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4782,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,6,13,Eran Hodis 2020-09-15-020_6_13_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4783,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,11,11,Eran Hodis 2020-09-15-020_11_11_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4784,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,46,8,Eran Hodis 2020-09-15-020_46_8_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4785,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,48,5,Eran Hodis 2020-09-15-020_48_5_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4786,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,5,7,Eran Hodis 2020-09-15-020_5_7_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4787,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,7,14,Eran Hodis 2020-09-15-020_7_14_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4788,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,7,11,Eran Hodis 2020-09-15-020_7_11_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4789,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,11,9,Eran Hodis 2020-09-15-020_11_9_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4790,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,4,7,Eran Hodis 2020-09-15-020_4_7_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4791,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,52,11,Eran Hodis 2020-09-15-020_52_11_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4792,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,46,10,Eran Hodis 2020-09-15-020_46_10_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4793,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,8,16,Eran Hodis 2020-09-15-020_8_16_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
4794,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,50,9,Eran Hodis 2020-09-15-020_50_9_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,2
4795,Eran Hodis 2020-09-15-020_CBTP3,Eran Hodis 2020-09-15-020.svs,CBTP3,5,5,Eran Hodis 2020-09-15-020_5_5_CBTP3.png,L41,151,XL1,False,Eran Hodis 2020-09-15-020.svs,1
